	entry_ac	architecture
9975	Q9P272	PF08241
9976	Q9HB58	PF01342;PF03172
9977	Q8NEM7	PF12090
9978	Q02086	PF00096
9979	P58005	PF04636
9980	Q13501	PF00564;PF00569;PF16577
9981	Q8IW75	PF00079
9982	Q8IUW3	
9983	Q8IXZ3	PF00096
9984	O15042	PF00076;PF01805;PF08312
9985	Q86TU7	PF00856;PF09273
9986	Q8N0X7	PF06911
9987	Q14247	PF02218;PF14604
9988	Q9UIV8	PF00079
9989	P48595	PF00079
9990	Q99808	PF01733
9991	Q5TZJ5	PF14650;PF15371
9992	P78381	PF04142
9993	Q8IXU6	PF06027
9994	Q9NP59	PF06963
9995	P08240	PF00448;PF02881;PF04086
9996	P78362	PF00069
9997	Q5TFQ8	PF07654;PF07686
9998	P56192	PF00043;PF00458;PF09334;PF18485
9999	Q8WXF0	PF00076
10000	Q2M3G4	PF08687;PF08688
10001	Q5VX71	PF00084
10002	Q8IY92	PF00651;PF09494
10003	O60284	PF01530;PF08474
10004	Q9GZV3	PF00474
10005	P40225	PF00758
10006	Q96SF2	PF00118
10007	P48643	PF00118
10008	Q15185	PF04969
10009	Q9NZ01	PF02544
10010	Q9NYK1	PF01582;PF13306;PF13855
10011	P62266	PF00164
10012	Q9UL52	PF00089;PF01390
10013	Q8NCL8	
10014	Q6N022	PF06484;PF07974;PF15636
10015	Q5U3C3	PF14808
10016	Q9Y4R8	PF10193
10017	Q9Y6G1	PF03647
10018	Q96AN5	PF12576
10019	Q8IV31	
10020	Q5W0B7	
10021	Q3KQV9	PF01704
10022	Q15853	PF00010
10023	Q9BQ65	PF09749
10024	A1L4Q6	
10025	O14562	PF00240
10026	A0A0B4J275	PF07686
10027	A0A075B6T7	PF07686
10028	A0A075B6U4	PF07686
10029	A0A1B0GX51	PF07686
10030	A0A1B0GX31	PF07686
10031	Q8NBP0	PF00515;PF13181
10032	A0A1B0GX78	PF07686
10033	A0A584	PF07686
10034	Q9GZX9	PF04668
10035	Q6UWH6	PF04148
10036	Q14157	PF12478
10037	Q70EL2	PF00443;PF02148
10038	Q93009	PF00443;PF00917;PF12436;PF14533
10039	Q8TF42	PF00300;PF00627;PF14604
10040	O43167	PF00096;PF00651
10041	Q96HZ7	
10042	Q9H379	
10043	A8MXE2	PF01762
10044	Q9C0D7	PF11977;PF18039;PF18561
10045	Q9HAW7	PF00201
10046	Q5JXB2	PF00179
10047	Q8IUH4	PF01529;PF12796
10048	O60701	PF00984;PF03720;PF03721
10049	P08590	
10050	P00491	PF01048
10051	P48039	PF00001
10052	Q9P1U0	PF01096
10053	P24928	PF00623;PF04983;PF04990;PF04992;PF04997;PF04998;PF05000;PF05001
10054	P57735	PF00071
10055	O60671	PF02144
10056	A6NDE4	PF00076;PF08081
10057	Q96JH8	PF00595;PF00788;PF01843
10058	Q9NYR8	PF00106
10059	Q9UIY3	PF05773;PF06544
10060	A0PJX4	PF13908
10061	Q96F10	PF00583
10062	P21815	PF05432
10063	O75674	PF00790;PF03127
10064	Q96LR4	PF12020
10065	Q86VD7	PF00153
10066	Q13395	PF00588
10067	O00337	PF01773;PF07662;PF07670
10068	Q86TM6	PF13639
10069	Q5K4L6	PF00501;PF13193
10070	P42224	PF00017;PF01017;PF02864;PF02865;PF12162
10071	P42226	PF00017;PF01017;PF02864;PF02865;PF14596
10072	Q13509	PF00091;PF03953
10073	P35590	PF00041;PF00047;PF07714
10074	P62851	PF03297
10075	Q6IPX1	PF00566
10076	Q8WY91	PF05485;PF08768
10077	Q8N1Q8	PF03061
10078	Q8WUY1	
10079	Q9UMW8	PF00443
10080	Q6IPX3	PF04538
10081	O60220	PF02953
10082	P13693	PF00838
10083	A0A0A0MTA7	
10084	Q9Y490	PF00373;PF01608;PF08913;PF09141;PF09379;PF16511
10085	P61081	PF00179
10086	Q9BVJ6	
10087	Q9UI72	
10088	Q9Y3A2	PF03998
10089	Q6ZUT4	
10090	Q9H6B1	
10091	Q2TAA8	PF15739
10092	Q15836	PF00957
10093	Q96AX1	PF00995
10094	P27449	PF00137
10095	Q9UIW0	PF00046
10096	P63123	PF00077;PF01585
10097	Q9HBG4	PF01496
10098	Q9H270	PF00637;PF12451
10099	Q5VIR6	PF04100
10100	Q96QK1	PF03635
10101	Q6ZS49	
10102	Q9Y279	PF07686
10103	Q8N0Z9	PF00047;PF07686
10104	Q63HK5	
10105	O43149	PF00569;PF03256
10106	Q9Y2B5	PF02204
10107	Q96M66	
10108	Q9P253	PF00637;PF05131
10109	P62699	PF03226
10110	Q96NS1	PF03226
10111	Q8N3P4	PF12816
10112	Q99986	PF00069
10113	Q86XK7	PF07686
10114	Q7Z7D3	PF07686
10115	Q14934	PF00554;PF16179
10116	Q9H3H1	PF01715;PF12171
10117	Q92871	PF03332
10118	Q96E22	PF01255
10119	Q13232	PF00334
10120	Q6NSJ0	PF01055
10121	Q13765	PF01849
10122	P23471	PF00041;PF00102;PF00194
10123	Q8IUR0	PF04051
10124	Q8N7U7	
10125	Q8IWT1	PF07686
10126	O94811	PF05517
10127	Q6KCM7	PF00153;PF13499
10128	Q9BX59	PF07654;PF07686
10129	Q13487	PF11035
10130	Q9NRH2	PF00069
10131	Q9NY99	PF00595
10132	Q8N0X2	PF00400
10133	Q9NRS6	PF00787;PF04212
10134	Q92854	PF00047;PF01403;PF01437
10135	Q96LD4	PF00643;PF13445
10136	Q5EBN2	PF00643
10137	Q8WW01	PF09631
10138	Q96LD8	PF02902
10139	Q6ZU15	PF00735
10140	Q8TE82	PF00018
10141	O75529	PF00400;PF04494
10142	P48443	PF00104;PF00105;PF11825
10143	Q9NV23	PF00975
10144	Q15554	PF00249;PF08558;PF16772
10145	P09493	PF00261
10146	Q9NYZ4	PF07686
10147	Q9Y6J3	
10148	Q96JE7	PF12931;PF12932
10149	Q2M3M2	PF00474
10150	Q08357	PF01384
10151	Q9UPU9	PF00536
10152	P17542	PF00010
10153	O60779	PF01770
10154	P67936	PF00261
10155	Q9NYW5	PF05296
10156	P48230	PF05805
10157	P62979	PF00240;PF01599
10158	Q96A56	PF14839
10159	O75764	PF01096;PF07500;PF08711
10160	P62837	PF00179
10161	Q9Y2T7	PF00313
10162	P0CG47	PF00240
10163	O75191	PF00370;PF02782
10164	Q9H1B5	PF02485;PF12529
10165	O95399	PF02083
10166	Q9NPD8	PF00179
10167	Q6ZV60	
10168	O95619	PF03366
10169	A0A0A6YYK7	PF07686
10170	Q8WVJ9	PF00010
10171	Q9BXU7	PF00443;PF16674
10172	P59817	PF13836
10173	Q9H3M7	PF00339;PF02752
10174	Q92575	PF00789
10175	Q5T124	PF00789;PF08059
10176	B2RXF5	PF00096;PF00651
10177	Q9Y2Y4	PF00096;PF00651
10178	O00124	PF00789
10179	Q8WUN7	PF00240;PF16455
10180	P68543	PF00789;PF08059
10181	P14679	PF00264
10182	Q8N398	PF13757;PF13768
10183	Q13564	PF00899
10184	Q8NC26	PF00096;PF01352
10185	Q14586	PF00096;PF01352
10186	Q9NSD4	PF00096
10187	Q9P2U7	PF07690
10188	Q9UJN7	PF00096
10189	Q9C0F3	PF00096;PF01352
10190	O60290	PF01352;PF05699
10191	Q9ULT6	PF13639;PF18212
10192	Q9H609	PF00096
10193	P0C672	PF00335
10194	A8MXY4	PF00096;PF01352
10195	Q96FV3	PF00335
10196	Q9H9P5	PF00642;PF18384
10197	Q5HYK9	PF00096;PF01352
10198	Q969E8	PF10273
10199	Q5T619	PF00096
10200	Q8TCW7	PF00100
10201	Q6PF05	
10202	Q96IR3	
10203	Q96NG3	PF17874
10204	Q6ZR54	
10205	Q6EMK4	PF00008;PF13855
10206	Q9UBD3	PF00048
10207	Q9Y5K8	PF01813
10208	P08048	PF00096;PF04704
10209	A8K0R7	PF15961
10210	Q6ZSA8	
10211	Q8NAF0	PF00096
10212	Q9NQZ8	PF00096
10213	Q9NXT0	PF00096;PF01352
10214	Q5TGU0	PF03073
10215	Q92610	PF00096;PF16622
10216	Q96LX8	PF00096;PF01352
10217	Q9C0B0	PF00642;PF18384
10218	Q86XF7	PF00096
10219	Q9P0L0	PF00635
10220	Q9ULK5	PF06638
10221	P47989	PF00111;PF00941;PF01315;PF01799;PF02738;PF03450
10222	Q6ZSR3	
10223	Q9UFV3	
10224	P63125	PF00077;PF01585
10225	Q9H269	PF04840;PF04841
10226	A8MU10	
10227	A6NLU5	PF07686
10228	P05976	PF13405
10229	O96007	PF02391
10230	Q03395	PF00335
10231	P35398	PF00104;PF00105
10232	Q7Z7H8	PF00466
10233	Q9BYC9	PF00453
10234	Q96PX1	
10235	Q9BZG1	PF00071
10236	Q63HN8	PF00097
10237	Q86T96	
10238	Q13671	PF00788;PF02204
10239	Q9UJC5	PF04908
10240	Q9H299	PF04908
10241	Q76I76	PF00782;PF08766
10242	P26022	PF00354
10243	Q6ZRY4	PF00076
10244	O43463	PF00385;PF00856;PF05033
10245	Q9NWH9	PF00076;PF02037
10246	Q7L1I2	PF00083;PF07690;PF13599
10247	Q5H9L4	PF04658
10248	Q9Y274	PF00777
10249	Q15544	PF04719
10250	A0PJK1	PF00474
10251	Q8N697	PF00854
10252	Q9Y666	PF00324;PF03522
10253	Q9UL49	PF00010
10254	A6NLC8	PF04719
10255	A8MV72	
10256	Q5T4F4	PF01363
10257	Q2TAL6	PF00093
10258	Q96EX3	PF00400
10259	Q5VZL5	PF06467;PF12012
10260	Q5SVZ6	PF05699;PF06467;PF14291
10261	O15213	PF08149
10262	O43345	PF00096;PF01352
10263	Q9P2Y4	PF00096
10264	O14795	PF00130;PF00168;PF06292;PF10540
10265	Q7L2R6	PF00096;PF01352
10266	A8MUV8	PF00096;PF01352
10267	P49815	PF02145;PF03542;PF11864
10268	Q5T0B9	PF00096
10269	P17017	PF00096;PF01352
10270	Q96I27	PF00096
10271	Q5EBM4	PF00096
10272	Q53GA4	PF17339
10273	Q86SQ0	PF00169
10274	Q68DD2	PF00168;PF01735;PF18695
10275	P28072	PF00227
10276	A6NHM9	PF01082;PF03351;PF03712
10277	A6NCE7	PF02991
10278	Q9BZK3	PF01849
10279	Q15274	PF01729;PF02749
10280	Q86YR6	PF12796;PF14915
10281	P62875	PF01194
10282	Q495C1	PF14634
10283	Q5EBL4	PF09744;PF11461
10284	Q5HYI8	
10285	Q8WV60	PF10037
10286	P31350	PF00268
10287	Q5TC82	PF00642;PF13445;PF18386
10288	P61353	PF00467;PF01777
10289	Q9UKA8	PF04847
10290	P35268	PF01776
10291	P26374	PF00996
10292	O75452	PF00106
10293	P13631	PF00104;PF00105
10294	P23470	PF00041;PF00102;PF00194
10295	Q9Y580	PF00076
10296	O95391	PF11708
10297	Q9BSH4	PF01709
10298	O95487	PF00626;PF04810;PF04811;PF04815;PF08033
10299	Q8IYB5	PF01412
10300	Q86XR7	PF13676
10301	Q07352	PF00642;PF04553
10302	Q9BXR5	PF00560;PF01582;PF13855
10303	P62269	PF00416
10304	Q96B77	
10305	Q1RN00	PF15716
10306	Q93008	PF00443
10307	P49459	PF00179
10308	A8MPS7	PF04794
10309	Q9H521	PF15796
10310	Q9NYZ1	PF05832
10311	Q9BZL1	PF00240
10312	Q70EL3	PF00443
10313	Q66K41	
10314	P62328	PF01290
10315	Q8NAM6	PF00096;PF02023
10316	Q969X2	PF00777
10317	Q96RL6	PF07679;PF07686
10318	Q15532	PF05030
10319	P13866	PF00474
10320	Q5SNT2	PF09779;PF10476
10321	O60224	PF01352;PF09514
10322	Q9UQE7	PF02463;PF06470
10323	Q8IZP2	PF18253
10324	Q9BSF0	PF15127
10325	Q9Y226	PF00083
10326	P62316	PF01423
10327	Q8N5S1	PF00153
10328	Q5H9E4	PF00153
10329	O76070	PF01387
10330	Q99576	PF01166
10331	P56962	
10332	Q96BZ9	PF00566
10333	Q0IIM8	PF00566;PF02893
10334	Q9Y2I9	PF00566;PF15733
10335	Q66K14	PF00566;PF02893
10336	Q86TI0	PF00566;PF00640;PF11830
10337	Q5QJ74	PF14560
10338	Q9P2Z0	PF05485
10339	Q8IY51	PF03184;PF03221;PF04218
10340	P62072	PF02953
10341	Q8N9P0	
10342	Q6ZS46	
10343	Q5T1C6	PF03061
10344	O95935	PF00907
10345	Q9Y5L4	PF02953
10346	O14925	
10347	Q9BSF4	PF10171
10348	Q9HAC7	PF02515
10349	Q9Y6L7	PF00431;PF01400;PF07645
10350	Q04724	PF00400;PF03920
10351	Q15399	PF01463;PF01582;PF13855
10352	P31314	PF00046
10353	Q6UX40	PF14995
10354	Q92752	PF00041;PF00147;PF07974;PF18720
10355	Q5T6F2	PF12478
10356	Q5VYS8	PF00098;PF01909;PF03828
10357	O75841	PF00335
10358	O60844	PF01419
10359	Q8N5M4	PF07719
10360	Q9BR11	PF04434
10361	O95922	PF03133
10362	Q9NNX1	
10363	P0CG31	PF00096
10364	O75290	PF00096;PF01352
10365	Q6ZT12	PF02207
10366	Q8N806	PF02207
10367	P29597	PF07714;PF17887;PF18377;PF18379
10368	Q8IZ13	
10369	P15374	PF01088
10370	Q15916	PF00096;PF00651
10371	Q8N680	PF00096;PF00651
10372	P40126	PF00264
10373	Q9H5U6	PF06839;PF10237
10374	P35504	PF00201
10375	O75795	PF00201
10376	Q8N966	PF01529
10377	Q9UJL9	PF00096;PF01352;PF02023
10378	Q9H8U3	PF01428;PF01754
10379	Q9Y6W5	PF02205
10380	Q96PE6	PF00096;PF01352
10381	O95231	PF00046
10382	P61964	PF00400
10383	Q6U7Q0	PF00096
10384	Q86V71	PF00096;PF01352
10385	P0C1S8	PF00069
10386	Q2TB10	PF00096;PF16622
10387	Q8N3U1	
10388	O15195	PF00626;PF02209
10389	Q9P202	PF00595
10390	O95857	PF00335
10391	P49746	PF02412;PF05735;PF07645;PF11598
10392	P16473	PF00001;PF13306
10393	Q06250	
10394	Q8TBZ8	PF00096;PF01352
10395	P0C880	
10396	Q9Y5W5	PF02019;PF12661
10397	Q8TAM2	PF13176
10398	P15498	PF00017;PF00018;PF00130;PF00169;PF00621;PF11971
10399	P63122	PF00077;PF01585
10400	Q96MF0	
10401	Q9H8Y1	PF01527
10402	Q9NP79	PF04652;PF18097
10403	Q15170	PF04538
10404	P01858	
10405	P49750	
10406	A0A0B4J276	PF07686
10407	A0A0B4J268	PF07686
10408	A0A0A6YYG2	PF07686
10409	A0A0K0K1D8	PF07686
10410	A0A0K0K1E9	PF07686
10411	A0A578	PF07686
10412	A0A0J9YWL9	PF15186
10413	A8MUI8	
10414	A8MUZ8	PF00096;PF01352
10415	Q9UMX0	PF00240;PF00627
10416	Q96FA7	
10417	Q9NUW8	PF06087
10418	Q6UXR6	
10419	Q96NJ1	
10420	O95258	PF00153
10421	Q96H79	PF18606
10422	P36537	PF00201
10423	Q6UX98	PF01529
10424	Q9UIJ5	PF01529
10425	Q5TC79	PF00096;PF00651
10426	Q6UW78	PF15141
10427	Q5SRD0	PF15255
10428	Q9NQA3	PF11945
10429	A6NIX2	PF00412
10430	A8MYJ7	
10431	Q93073	PF01248
10432	P31151	PF01023
10433	O43166	PF02145;PF11881
10434	Q16385	PF01352;PF09514
10435	O94768	PF00069
10436	P49888	PF00685
10437	P53992	PF00626;PF04810;PF04811;PF04815;PF08033
10438	Q9BR01	PF00685
10439	P0CL84	
10440	Q8WWQ8	PF00193;PF02469;PF12947
10441	Q63ZE4	PF00083
10442	Q9UHI7	PF00860
10443	Q8N413	PF00153
10444	Q8NG04	PF00916;PF01740
10445	Q8N3U4	PF08514
10446	B6A8C7	PF13895
10447	O43511	PF00916;PF01740
10448	P40763	PF00017;PF01017;PF02864;PF02865
10449	Q16637	PF06003
10450	C9JI98	PF15125
10451	Q8WW34	PF15841
10452	Q9NWM0	PF01593
10453	Q24JQ0	
10454	P55060	PF03378;PF03810;PF08506
10455	Q5VSL9	PF07923;PF11882
10456	Q8NET4	
10457	Q12846	PF00804;PF05739
10458	P36897	PF00069;PF01064;PF08515
10459	Q7RTR8	PF05296
10460	Q8NFX7	PF00957;PF15277
10461	Q5JRA6	PF07653
10462	P22735	PF00868;PF00927;PF01841
10463	Q6ZUX3	PF12348
10464	P62854	PF01283
10465	A0A087WVF3	PF00566
10466	O60343	PF00566;PF00640;PF11830
10467	P51668	PF00179
10468	Q9BQ87	PF00400;PF08513
10469	Q9H0W7	PF05485
10470	P05543	PF00079
10471	Q9NR00	PF15063
10472	P46782	PF00177
10473	B5MCY1	PF00567
10474	O60602	PF01582;PF13855
10475	Q5HYJ1	PF02544
10476	Q4V9L6	PF15724
10477	Q8WZ71	
10478	Q8WW24	
10479	Q86UB9	PF15982
10480	O15391	PF00096
10481	Q8IWR0	PF00642
10482	A4D1E1	PF12171
10483	Q9Y3C0	PF10152
10484	Q96P53	PF00400;PF01363
10485	A8MWX3	PF11945
10486	Q9BQ24	PF01363;PF16696
10487	Q8N7K0	PF00096;PF01352
10488	Q9NV72	PF00096;PF01352
10489	Q8N8L2	PF00096
10490	P0DPD5	PF00096;PF01352
10491	Q96NZ8	PF00014;PF00095
10492	Q9BSG1	PF00096;PF01352
10493	Q8IYI8	PF00096;PF01352
10494	Q9UC06	PF00096
10495	Q8NEK5	PF00096;PF01352
10496	O43657	PF00335
10497	O15090	PF00096
10498	Q96NA8	PF05739;PF13873;PF14523
10499	Q9UI54	
10500	Q6NXT4	PF01545
10501	Q8TF74	PF02205
10502	Q96MR9	PF00096;PF01352
10503	Q68DY1	PF00096;PF01352
10504	O15015	PF00096
10505	Q9UEG4	PF00096
10506	Q14966	PF00076;PF12171
10507	Q9UJ04	PF00956
10508	Q9H2G4	PF00956
10509	Q9BQB6	PF07884
10510	Q8N4P2	
10511	Q9BS86	PF07354
10512	Q5TAA0	
10513	P61421	PF01992
10514	Q3KNT7	PF01189
10515	P22392	PF00334
10516	Q8N1T3	PF00063;PF06017
10517	Q8NDA8	PF02985
10518	Q08J23	PF01189
10519	Q6NZ67	PF12926
10520	Q8N5V2	PF00018;PF00169;PF00621
10521	Q08999	PF01857;PF01858;PF11934
10522	Q12923	PF00102;PF00373;PF00595;PF09379;PF09380
10523	Q15434	PF00076
10524	P0DPB3	PF10148
10525	Q14106	PF07145;PF07742
10526	Q9NSD5	PF00209
10527	P0DJI9	PF00277
10528	P48066	PF00209
10529	Q9Y2H2	PF02383;PF12456
10530	Q9P0V3	PF00791;PF07653;PF14604
10531	Q96EQ0	PF00515;PF16546
10532	O75368	PF04908
10533	Q8WXH0	PF00307;PF00435;PF10541
10534	O15056	PF02383;PF03372;PF08952
10535	Q9H7V2	PF04505
10536	O43426	PF02383;PF03372;PF08952
10537	Q99962	PF03114;PF07653
10538	Q8IWU5	PF00884;PF12548
10539	P19634	PF00999;PF16644
10540	A6NJY1	PF00999
10541	Q6EEV6	PF11976
10542	P04278	PF00054
10543	Q9UH99	PF07738;PF18580
10544	O14657	PF06309
10545	Q5VXT5	PF01284
10546	P17900	PF02221
10547	O94813	PF00008;PF00054;PF01462;PF01463;PF12661;PF13855
10548	Q08945	PF00505;PF03531;PF08512;PF17292
10549	Q8WVP5	PF05527
10550	Q96BY9	PF06682
10551	Q969N4	PF00001
10552	A5PLN9	PF06159
10553	Q92537	PF00084
10554	O43399	PF04201
10555	B8ZZ34	PF13908
10556	Q96L08	PF00084
10557	Q9BSI4	PF14973
10558	O15040	PF06462
10559	P53999	PF02229
10560	Q969E4	PF04538
10561	Q6AWC8	
10562	Q8NBI6	PF01501
10563	Q9BW85	PF04502
10564	O15205	PF00240
10565	Q0VFX4	
10566	Q7Z3V4	PF00632
10567	A0A087WSZ9	PF07686
10568	O75631	
10569	Q9Y6R6	PF00096;PF01352
10570	Q86UZ6	PF00651
10571	A6NGE7	PF09349
10572	Q8WU90	PF16543;PF18044
10573	Q9NU63	PF00096;PF01352
10574	P17022	PF00096;PF01352;PF02023
10575	Q8TF32	PF00096;PF01352
10576	Q96MU6	PF00096;PF01352
10577	Q9BYN7	PF00096
10578	Q96H40	PF00096;PF01352
10579	P51814	PF00096;PF01352
10580	Q15929	PF00096;PF01352
10581	Q15935	PF00096;PF01352
10582	Q6V9R5	PF00096;PF01352
10583	Q9UK33	PF00096
10584	Q2M218	PF00096;PF01352
10585	Q8NEP9	PF00096;PF01352
10586	Q9UKR8	PF00335
10587	Q8N883	PF00096;PF01352
10588	P30518	PF00001
10589	Q8NHH1	PF03133
10590	Q9UF83	
10591	Q8WTP9	PF05831
10592	Q9UI12	PF03224;PF11698
10593	Q9UN37	PF00004;PF04212;PF09336;PF17862
10594	Q86VR7	PF13895
10595	P59044	PF02758;PF05729;PF17776;PF17779
10596	P15735	PF00069
10597	Q5H8A3	
10598	P80108	PF00882;PF01839
10599	Q9UPV7	PF16744
10600	Q9UNZ2	PF00789;PF08059
10601	O60669	PF07690
10602	Q7Z3S9	PF00008;PF07645
10603	Q15195	PF00024
10604	P56715	PF03607
10605	Q969G6	PF01687
10606	A6NNM3	PF07653;PF14604
10607	Q9H1A7	PF13656
10608	E7ERA6	PF13639
10609	Q9NQG5	PF04818;PF16566
10610	Q9H6W3	PF08007
10611	Q14761	PF15713
10612	Q92781	PF00106
10613	P25398	PF01248
10614	Q33E94	PF02257
10615	Q8N9B8	PF00617;PF00618
10616	Q8WXF3	PF00049
10617	Q0VAM2	PF00617;PF00618
10618	Q9HCJ3	PF00076
10619	Q6ZRP7	PF00085;PF04777;PF18108;PF18371
10620	Q16849	PF00102;PF11548;PF14948
10621	O43617	PF04051
10622	Q96GM8	PF00642;PF04857
10623	P61011	PF00448;PF02881;PF02978
10624	Q8N755	PF04193
10625	Q96QR1	
10626	Q8TD22	PF03820
10627	P31213	PF02544
10628	Q16586	PF05510
10629	O43556	PF05510
10630	Q9BXA5	PF00001
10631	Q9NS69	PF04281
10632	A4FU49	PF07653
10633	Q96HN2	PF00670;PF05221
10634	Q7Z4S9	PF00017
10635	O75365	PF00782
10636	Q12974	PF00102
10637	Q9Y371	PF03114;PF14604
10638	Q53T94	PF11781
10639	Q9Y289	PF00474
10640	Q9H2X9	PF00324;PF03522
10641	O15389	PF07686
10642	Q8WZ42	PF00041;PF00069;PF02818;PF07679;PF09042;PF18362
10643	Q15672	PF00010
10644	Q6ZR03	
10645	Q658N2	PF00685;PF01822
10646	Q6WRX3	
10647	O95229	PF15556
10648	P60660	PF13405
10649	Q86VD1	PF07496;PF17942
10650	P0DPK4	PF00008;PF07645
10651	Q9UBG0	PF00040;PF00059
10652	Q00722	PF00168;PF00387;PF00388;PF08703;PF09279;PF17787
10653	Q8TAE6	PF05361
10654	Q96T49	PF12796
10655	P36873	PF00149;PF16891
10656	O00444	PF00069;PF00659;PF18190;PF18409
10657	O60568	PF03171
10658	A6NJZ7	PF07653;PF14604
10659	P30876	PF00562;PF04560;PF04561;PF04563;PF04565;PF04566;PF04567
10660	A6NIE6	PF05327
10661	Q9BVS4	PF09202
10662	P13489	PF13516;PF18779
10663	Q6ZS11	PF02204
10664	Q8N122	PF00400;PF02985;PF14538
10665	Q96PZ0	PF01142
10666	Q16825	PF00102;PF00373;PF09379;PF09380
10667	P28827	PF00041;PF00047;PF00102;PF00629
10668	Q9UMZ3	PF00041;PF00102
10669	P27635	PF00252
10670	P18433	PF00102
10671	P21246	PF01091;PF05196
10672	A6NIY4	PF11357
10673	Q9HBM1	PF08234
10674	A1X283	PF00018;PF00787;PF07653
10675	Q07011	PF00020
10676	Q0VAQ4	
10677	A0A0A0MT70	
10678	Q9BXT4	PF00567;PF01753
10679	Q2MV58	PF07773
10680	Q9H1K6	
10681	Q96QE5	
10682	Q9BVC6	
10683	Q96B96	
10684	Q9NT68	PF06484;PF15636
10685	Q8IY95	PF14802
10686	Q9NUH8	PF03647
10687	P61086	PF00179;PF00627
10688	Q9ULM3	PF03366
10689	A0A5B7	PF07686
10690	A0A0A6YYC5	PF07686
10691	A0A589	PF07686
10692	Q9NZI7	PF04516;PF18016
10693	Q6AW86	PF00096;PF01352
10694	Q9P2H5	PF00443
10695	P57075	PF00300;PF14604
10696	Q9H171	PF02295
10697	O15209	PF00651
10698	Q6UY13	
10699	Q9HAC8	PF00240;PF16455
10700	Q9Y2G7	PF00096;PF01352
10701	Q8WV99	PF01428
10702	P07477	PF00089
10703	Q8IZJ1	PF00090;PF00531;PF00791;PF07679;PF17217
10704	Q8N972	PF00096;PF01352
10705	Q9GZX5	PF00096;PF01352
10706	Q6ZWC4	
10707	Q6ECI4	PF00096;PF01352
10708	A8K554	
10709	Q9Y3S2	PF06524
10710	Q8IWY8	PF00096;PF02023
10711	Q86W11	PF00096;PF02023
10712	P38606	PF00006;PF02874;PF16886
10713	Q6ZRN7	
10714	Q9UI25	
10715	A0M8Q6	PF07654
10716	O95214	PF04133
10717	Q7Z4Q2	
10718	Q9BYH8	PF12796
10719	Q7Z7F0	
10720	P43364	PF01454;PF12440
10721	Q12907	PF03388
10722	P43366	PF01454;PF12440
10723	Q6UXK2	PF13855
10724	B1AKI9	PF00090;PF03782
10725	Q9HAT1	PF03388
10726	Q9Y5V3	PF01454
10727	Q96S06	PF06762
10728	Q6ZMV9	PF00225
10729	Q9Y6N6	PF00052;PF00053;PF00055
10730	O15225	
10731	P17252	PF00069;PF00130;PF00168;PF00433
10732	Q13434	PF00097;PF15815;PF18044
10733	O00453	PF05083
10734	Q9NVM9	PF10221
10735	Q92813	PF00837
10736	Q9HAT8	PF04710
10737	O00459	PF00017;PF00620;PF16454
10738	O95644	PF00554;PF16179
10739	O94832	PF00063;PF00612;PF06017
10740	Q2QL34	PF04117
10741	A0A1B0GUJ8	PF14893
10742	Q8N490	PF00753;PF16123
10743	Q8N9U9	
10744	Q96A61	PF00643
10745	P35321	
10746	Q6PJ69	PF00097;PF00622;PF00643
10747	O43715	PF05254
10748	Q7Z698	PF00568;PF05210
10749	A0A1B0GTR4	
10750	P01242	PF00103
10751	Q15650	PF04266;PF06221
10752	Q92599	PF00735
10753	P26639	PF00587;PF02824;PF03129;PF07973
10754	Q9UJA5	PF04189
10755	Q9H254	PF00307;PF00435;PF15410
10756	Q16799	PF02453
10757	P59541	PF05296
10758	Q5QGT7	PF13695
10759	Q9NQF3	PF00561
10760	Q5MJ10	PF07458
10761	A8MV23	PF00079
10762	Q15031	PF00133;PF08264
10763	Q9BX66	PF00018;PF02208;PF07653;PF14604
10764	P23510	
10765	Q4G0T1	PF00530
10766	Q14542	PF01733
10767	Q15428	PF16835
10768	P36952	PF00079
10769	P0DKV0	PF14650;PF15371
10770	A0A1B0GUA5	
10771	Q9HCJ0	PF00076;PF00627;PF10427;PF12938;PF16608
10772	P0DKX4	PF15831
10773	Q9NQ40	PF06237
10774	Q7Z7L1	PF04326;PF09848
10775	Q15526	PF02104
10776	P48029	PF00209
10777	P62314	PF01423
10778	Q96S37	PF00083
10779	Q6PIV7	PF00153
10780	Q8TBP6	PF00153
10781	Q9Y6Y8	PF00536;PF02862
10782	Q96H78	PF00153
10783	Q6PCB7	PF00501;PF13193
10784	P46977	PF02516
10785	Q9P2J2	PF00041;PF07679
10786	Q9NSJ1	PF00096
10787	Q96MM3	PF00096
10788	Q8TBC5	PF02023
10789	Q96AW1	
10790	Q9H313	PF04906
10791	O95498	PF00795
10792	Q8N9W7	
10793	O95248	PF00169;PF02141;PF02893;PF03456;PF06602;PF12335
10794	P07738	PF00300
10795	Q7Z4H8	PF00630;PF05686
10796	P61575	
10797	Q3MIN7	PF00617;PF00618;PF00788
10798	O43665	PF00615
10799	Q5TCZ1	PF00018;PF00787
10800	O76094	PF08492;PF13181;PF17004
10801	Q96GW9	PF09334
10802	Q13296	PF01099
10803	Q9H106	PF07686
10804	Q9H5K3	PF07714
10805	Q8WVK7	PF16740
10806	O95470	PF00282
10807	Q96B49	PF15184
10808	Q8N4H5	PF10642
10809	Q969P6	PF01028;PF02919;PF14370
10810	Q92777	PF02078;PF02750;PF10581
10811	Q9BWW4	
